Data;EMPRESTIMO;SALARY;VACATION;ADVANCE_SALARY;RESCISSION;DEPOSIT;BASIC_FOOD_BASKET;BONUS;COMMISSION;DAILY;FOOD_VOUCHER;FUEL_ASSISTANCE;MEAL_VOURCHER;PIS_PAYMENT;PROFIT_SHARING_PAYMENT;PRO_LABORE_PAYMENT;REWARD;SALARY_DIFFERENCE;THIRTEENTH_SALARY;THIRTEENTH_SALARY_FIRST_INSTALLMENT;THIRTEENTH_SALARY_SECOND_INSTALLMENT;TIP;TRANSPORTATION_VOUCHER;TOTAL_DIA
13/06/2024;358803,38;2978206,86;118719,55;3043,22;430925,44;451846,03;3740;0;252577,53;46694,31;13704,81;51396,43;2077,6;0;0;536126,7;66708,94;0;1714,82;1793,5;0;0;9771,06;4969046,8
14/06/2024;490375,96;1601644,04;72540,41;134049,96;246288,79;185412,48;1020;0;130;34781,25;1688,96;7931,37;375;0;3091,04;0;23084,71;0;0;112988,76;0;0;22114,68;2447141,45
15/06/2024;303673,81;705994,62;245253,46;1108004,87;396496,26;22319,38;300;0;9029,63;14980,67;5427,3;4505,03;564;0;0;38265,2;7411,18;0;0;4949,68;0;0;23041,6;2586542,88
16/06/2024;166560,22;828004,9;171100,89;543015,96;282562,21;150158,48;340;0;2605,02;65817,35;23106,35;3017,01;165;0;0;69062,93;800;0;0;33344,46;0;0;67334,07;2240434,63
17/06/2024;277310,14;1325231,99;289595,29;1099605,64;460310,34;182410,82;1940;0;2520;9633,26;95001,66;15348,4;852,5;0;1200;0;35064,66;0;0;1290;1437,99;0;78730,03;3600172,58
18/06/2024;196957,1;925,25;6534,07;0;0;0;0;0;6247,21;0;0;0;0;0;0;0;3236;0;0;0;0;0;0;16942,53
19/06/2024;194835,32;0;19326,72;0;5599,05;0;0;0;0;250;0;50;0;0;0;0;190;0;0;0;0;0;205,8;25621,57
20/06/2024;287418,37;229257,46;75966,98;580997,83;481961,05;133943,88;3233,2;0;7134,35;36125,65;4952,95;8484,88;6930,2;235;0;0;8314,29;0;0;27105,7;0;0;8714,34;1613357,76
21/06/2024;252197,55;393188,68;131025,48;365110,82;702413,89;154237,42;76,66;0;62015,56;20122;10877,81;80;586,24;0;0;3000;47510,7;0;0;14701,42;0;0;10888,72;1915835,4
22/06/2024;183752,99;248366,54;44616,42;1775499,52;256525,15;57865,54;0;0;21170,16;66535,69;1624,1;600;120;0;0;0;1844,2;0;8354,15;0;0;0;7936,34;2491057,81
23/06/2024;115561,41;1121279,57;457572,54;1907708,39;330165,82;345762,92;0;0;1799,43;37007,91;4527,35;200;423,22;0;0;1800;106447,27;0;460;180787,1;0;100;6785,3;4502826,82
24/06/2024;139863,69;249907,06;513739,95;243249,83;497215,58;135886,51;0;0;0;6535,02;791,64;7422,6;462,6;0;0;0;15513,67;0;0;0;0;0;17345,58;1688070,04
25/06/2024;184774,91;600;0;0;0;325,12;0;0;5535,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6460,37
26/06/2024;165518,57;600;261536,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262136,08
27/06/2024;232564,7;75170,98;949825,83;315,35;214467,66;179560,3;0;0;0;37394,26;4643,43;900;6163,45;0;0;18249,57;4111,88;0;0;68495;0;600;23426,62;1583324,33
28/06/2024;679025,66;1086190,19;765763,42;2850;305434,23;13078,48;0;0;0;19364,04;1066,65;5203,82;660;0;0;0;47271,06;0;1000;62385,99;0;0;296136,59;2606404,47
29/06/2024;354948,77;1611807,19;600735,73;1800;342420,01;59227,01;0;0;11150,31;17744,75;1099,94;0;10217;0;0;0;1636318,22;0;908,61;9895,28;0;0;26039,92;4329363,97
30/06/2024;188059,69;5024414,22;689905,11;61717,31;488977,04;145429,33;8627,33;0;0;36325,46;19675,74;23835,02;12880;0;0;1065073,37;0;0;0;49727,71;0;0;118046,4;7744634,04
01/07/2024;642068,03;6740197,09;926577,83;1570;467219,85;354268,53;20054,87;0;0;5284,11;37834,1;13731,92;3268,74;0;0;281825,22;36039,17;0;5487,54;30170,37;0;0;205521,68;9129051,02
02/07/2024;466146,88;361936,87;0;5390,6;3469,13;0;880;0;0;1270;490;0;0;0;0;0;0;0;0;0;0;0;3225,75;376662,35
03/07/2024;707902,36;209367,25;0;0;0;2700;320;0;0;0;300;100;0;0;0;6000;0;0;0;0;0;0;28082,7;246869,95
04/07/2024;1439252,6;18142345,25;354118,65;0;255821,91;229631,98;52581,63;0;33230,11;41666,65;43781,88;850;108863,45;0;0;105371,1;7025,83;0;0;0;0;0;63419,62;19438708,06
05/07/2024;4574822,71;7516893,05;336075,47;1996,44;184997,04;36648,61;4940;0;622;20576,84;17059,21;180;2029;0;0;124924,7;7279,51;0;0;706,69;0;0;12123,44;8267052
06/07/2024;1303858,92;10187619,7;212384,47;0;322257,84;52243,35;610;0;9580,54;22806,34;92411,21;1992,52;372;0;0;2000;64754,34;0;0;0;0;0;22378,8;10991411,11
07/07/2024;529441,44;24250264,1;227018,2;75422,36;218546,75;484749,05;523;0;5703,26;46089,8;26263,94;2311,6;237,88;0;0;0;38861,98;0;0;0;0;0;34045,6;25410037,52
08/07/2024;959608,44;15614857,04;342229,16;23914,76;390668,46;492427,02;57460;0;26922,15;68747,13;21621,35;5153;674;0;0;1306,1;133900,32;0;614,34;21681,15;2756,37;0;11823,6;17216755,95
09/07/2024;588013,28;162679,11;741,29;6455,61;0;43989,25;7480;0;0;0;552;0;0;0;0;10000;2000;0;0;0;0;0;124,2;234021,46
10/07/2024;661388,98;5595,77;1782,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7378,56
11/07/2024;411681,09;2341213,85;142179,73;14291,26;334578,19;71840,15;13240;0;0;33544,42;13417,71;3410,29;6097,53;0;0;4257,96;6036,56;0;1369,59;882,2;0;0;16004,5;3002363,94
12/07/2024;421147,04;457967,65;102733,72;2000;247791,74;23081,94;11210;0;244359,91;23013,01;2506,48;1654,93;1058;0;0;149499,06;9000;0;0;5904,68;0;0;12702,4;1294483,52
13/07/2024;296279,02;1735873,77;283827,29;3050;324561,77;442934,08;360;0;14492,17;27856,78;16822,59;8077,29;452,1;0;0;121207,35;57421,38;0;302,76;18486,2;0;100;5589,75;3061415,28
14/07/2024;176220,39;164313,47;275410;569725,32;170434,08;96955,66;0;0;0;46109,93;7247,93;9614,99;216;0;0;71752,21;0;0;0;0;2817,58;0;61273,26;1475870,43
15/07/2024;416210,08;856588,48;329985,69;1851292,67;351310,15;111722,09;3100;0;26639,96;41458,56;16899,83;49390;3945;0;0;4362,93;15195,91;0;2962;0;0;0;62937,96;3727791,23
16/07/2024;277839,14;12870,57;9064,51;0;1031,15;0;0;0;7856,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30822,3
17/07/2024;248212,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468;468
18/07/2024;215015,48;1474592,16;166588,37;1135751,45;302875,75;157424,44;50;0;26173,5;41751,76;17396,95;9154,4;5015,66;0;0;0;55769,52;0;0;0;0;0;90167,01;3482710,97
19/07/2024;281242,79;360291,06;299973,54;602489,24;197198,16;222573,03;2392,52;0;104441,05;16097,06;3089,34;2412,31;862,12;0;0;61200;39649,34;0;0;0;0;0;6985,93;1919654,7
20/07/2024;232996,89;88128,08;71961,01;343510,46;234978,68;244446,26;0;0;16024;32118,74;5178,11;4233,02;568,25;0;0;6750;1668,16;0;3039,53;4392,24;0;100;10092,14;1067188,68
21/07/2024;143497,32;191030,6;453399,76;1022998,68;200548,64;186069,91;0;0;0;12671,55;21958,5;0;165;0;4396,5;0;6990;0;0;12237,84;0;0;7747,06;2120214,04
22/07/2024;222245,62;113609,09;144609,88;1944968,08;333971,11;193511,67;0;0;0;26909,73;7474,6;2150;150;0;0;0;32424,82;0;0;30767,06;0;0;35346,88;2865892,92
23/07/2024;195422,02;5328;2172,52;31300,92;4774;0;0;0;6114,99;0;0;0;0;0;0;0;0;0;0;0;0;0;9886;59576,43
24/07/2024;160382,99;768472,06;532034,95;143236,2;348572,94;150739,95;0;0;231610,21;88971,19;5706,83;0;2271,06;0;191;0;69854,53;0;0;768,52;0;0;10749,38;2353178,82
25/07/2024;173876,43;143372,16;393061;5387,25;235923,77;10059,95;80;0;2750;27913,05;6473,12;0;0;0;0;0;1134,05;0;0;0;0;0;5259,15;831413,5
26/07/2024;181909,72;239729,24;262724,18;37194,16;403973,13;92150,61;1110,11;0;16741,75;26148,48;2727,39;600;2661,38;0;0;0;932,87;0;0;0;0;0;8706,6;1095399,9
27/07/2024;176432,35;558678,74;295487,12;178269,84;449756,92;85049,79;0;0;0;33099,94;3950,21;0;45;0;0;29428,26;31752;0;0;0;0;0;6575,53;1672093,35
28/07/2024;96657,83;291243,33;535335,09;2314,9;223531,96;53071,33;0;0;0;26681,72;377,96;3440;300;0;0;34246,59;9118,78;0;1150;119473,45;0;0;269336,41;1569621,52
29/07/2024;159227,64;0;3529,32;0;932,15;0;0;0;4632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9093,47
30/07/2024;201787,63;0;0;0;0;0;0;0;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;660
31/07/2024;689117,54;3091462,39;751571,22;1150;215276;104314,8;5700;0;500;46978,77;23138,2;24892,7;26438,7;0;0;166885,42;12761,34;0;0;14538,76;0;0;108441,97;4594050,27
01/08/2024;831292,77;3935472,32;858236,62;0;306371,18;201742,86;0;0;0;42134,94;13124,02;300;810;0;49461,02;548239;1852,44;0;0;4508,92;0;0;101168,31;6063421,63
02/08/2024;957005,28;10628755,05;311707,22;0;579005,68;367392,79;19197,06;0;15923,54;85793,76;38875,96;11641,05;15695,32;0;51952,02;612683,52;32248,71;0;3456,71;5650,83;0;0;190656,37;12970635,59
03/08/2024;485683,97;16697564,74;517585,22;0;74810,86;47877,75;52413,32;0;59312,5;26318,15;21067,76;10623,1;95433,44;0;72596,76;6000;0;0;2918,46;4357,92;0;0;77593,29;17766473,27
04/08/2024;216274,82;9323996,09;430564,77;10150;992942,34;234832,81;3733,33;0;0;17363,13;28786,27;0;2318;0;633,6;134253,91;51514,58;0;614,34;23281,23;0;0;28159;11283143,4
05/08/2024;1514947,66;265687,37;39592,62;0;6029,23;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;311439,22
06/08/2024;3492034,61;17683,08;0;0;0;0;0;0;0;0;2923,54;0;0;0;0;0;0;0;0;0;0;0;5281,5;25888,12
07/08/2024;2790432,75;23134682,7;224811,69;84404,56;391950,42;667173,64;661,5;0;0;81251,46;32740,65;4521,9;855;0;0;4975,86;109912,21;0;0;0;0;0;43866,2;24781807,79
08/08/2024;1327919,85;17890050,17;232101,07;300;398167,18;150880,38;5380;0;15452,76;50390,59;9120,95;10610,09;1164;0;5819,07;1862,89;50054,02;0;986,66;3509,67;0;0;23446,47;18849295,97
09/08/2024;945886,74;8326583,81;32278,42;1150;190358,31;34156,27;54926,25;0;21846,95;29602,47;90197,95;2178,69;556;0;99355,93;19673,32;14192,49;0;0;0;0;0;13377,75;8930434,61
10/08/2024;520863,38;3880383,84;188408,22;30530,44;274829,61;51680,32;6400;0;361,57;8205,49;5674,42;773,82;4896;0;0;179710,03;6583;0;0;1459,58;2922,54;0;22037,66;4664856,54
11/08/2024;333556,39;1902455,29;574264,71;15370,64;716121,58;283111,73;1241,6;0;0;30851,68;56;4030;135;0;0;0;15248,53;0;10772,08;2453,47;0;0;23823,04;3579935,35
12/08/2024;457212,13;0;0;0;0;41203,61;0;0;0;4490;0;0;0;0;0;0;0;0;0;0;0;0;0;45693,61
13/08/2024;351541,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13974,2;13974,2
14/08/2024;383792,19;595612,45;139146,36;1527390,11;238735,7;267361,21;300;0;14700;46492,3;13117,32;48605,95;3298;0;0;0;118932,06;0;1140;1612,08;1130;0;65053,47;3082627,01
15/08/2024;391301,02;967417,14;57261,08;319815,02;422486,46;146392,83;150;0;106463,95;13475,58;9751,9;0;1603,2;0;0;3274,83;5798,77;0;0;0;0;0;28106,07;2081996,83
16/08/2024;347413,18;1164893,98;184410,52;1087525,97;471478,83;68086,78;0;0;82657,13;54794,73;294317,45;6662,31;645;0;109158,36;121043,96;1120;0;0;1000;0;0;93667,98;3741463
17/08/2024;233266,83;185981,07;222844,23;452794,69;83962,3;89722,52;2352,56;0;0;4119,43;759;780;0;0;18481,61;0;24524,6;0;0;0;0;0;36366,17;1122688,18
18/08/2024;156278,58;477675,06;158664,3;789755,74;579496,23;192336,97;3521,66;0;53737,09;32072,35;24223,72;4420;600;0;0;41631,47;99135,06;0;0;21519,96;0;0;10399,97;2489189,58
19/08/2024;211151,07;0;2248,38;0;0;0;0;0;0;14885;0;0;0;0;0;0;0;0;0;0;0;0;0;17133,38
20/08/2024;303486,26;0;5694,35;0;0;12150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17844,35
21/08/2024;195497,49;131840,39;329682,41;1596237,74;320346,47;127938,76;0;0;0;56169,99;16543,94;2743;6337,15;0;0;61300;8041,82;0;0;5389,35;0;0;9504,05;2672075,07
22/08/2024;167860,94;1570504,71;320250,13;2268519,87;203775,19;327795,36;0;0;41127,21;39419,14;7348,72;428,99;500,8;0;1279,16;18822,87;43021,56;0;0;11058;0;0;7094,42;4860946,13
23/08/2024;199681,9;224373,53;277066,62;22914,57;391836,96;46142,64;200;0;0;43684,23;4509,74;400;0;0;18226,75;0;1410;0;0;0;0;0;7311,8;1038076,84
24/08/2024;185220,12;139943,6;593960,28;8721,42;243054,49;342791,13;40;0;1162,5;2402,54;4115,78;250;300,48;0;782,94;0;1441,35;0;0;6127,45;0;0;30812,58;1375906,54
25/08/2024;150665,61;184911,76;220430,52;60495,08;460330,17;87730,47;0;0;4673,22;67327,33;615;900;70;0;0;0;12370,94;0;0;117861,52;0;0;26261,86;1243977,87
26/08/2024;158725,81;0;0;150;0;751,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901,06
27/08/2024;147348,62;0;603,26;113585,07;40168,03;0;0;0;0;26808,69;0;0;0;0;0;0;0;0;0;0;0;0;0;181165,05
28/08/2024;149181,34;499802,71;359069,11;11811,4;367485,45;81690,02;0;0;0;42082,29;7755,05;900;9187,71;0;111483,64;44446,59;57523,2;0;0;0;0;0;226538,39;1819775,56
29/08/2024;186763,35;2277841;469992,54;200;276526,24;36640,42;400;0;0;55932,94;7992,29;6077,81;3933;0;0;0;5507,27;0;0;0;0;41;96769,88;3237854,39
30/08/2024;806893,04;1538784,6;828093,81;300;241881,93;138998,48;5700;0;0;12935,02;38341,26;1145,16;9539,56;0;963918,37;558317,06;14170,62;0;0;8037,85;0;0;83311,31;4443475,03
31/08/2024;472845,36;8227682,3;681235,51;1356,4;429947,96;117096,34;0;0;0;12388,2;24700,3;34009,84;1469,05;0;1124010,67;604584,45;22898,81;0;0;7880,68;0;0;48742,38;11338002,89
01/09/2024;218309,95;4960710,79;1117743,97;2798;710377,82;398720,02;9059,18;0;2110;19805,53;221377,29;2600;5510,4;0;430189,07;0;35316,05;0;0;3081,02;0;0;213249,02;8132648,16
02/09/2024;542097,11;290367,97;6861,81;0;3992,02;5463;0;0;3724,53;7500;8598,4;100;0;0;0;5000;0;0;0;0;0;0;26120,4;357728,13
03/09/2024;592223,48;0;0;0;0;2019,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019,26
04/09/2024;870295,14;6683418,89;190057,42;119;498314,81;174582,73;30696,67;0;33979,93;30891,54;56413,73;1200;83929;0;132220,47;68692,54;3337,4;0;0;1000;0;0;94820,56;8083674,69
05/09/2024;2183634,01;17838197,3;258874,53;2650;232307,73;23188,5;25613,34;0;0;51268,17;26158,72;1309,7;16989,44;0;23475,71;0;685,51;0;0;876,81;0;0;18244,83;18519840,29
06/09/2024;4851903,14;16214975,28;100097,01;70304,45;193442,1;298070,57;0;0;0;16616,15;22784,16;820;776;0;5294,47;166246,87;19772,04;0;2120;0;0;0;29127,73;17140446,83
07/09/2024;1144906,24;30933571,78;151416,85;2404;284300,56;586759,64;59693,5;0;3624,88;50419,45;10195,42;3798,2;734;0;2301,38;11430,64;60383,81;0;2323,69;2425,5;0;0;22142,94;32187926,24
08/09/2024;536736,51;16473974,35;203272,76;20928,23;634768,53;126495,49;2330;0;7591,11;17254,12;35082,01;17517,32;876,4;0;6731,3;0;140142,51;0;0;0;0;0;14232,68;17701196,81
09/09/2024;1098572,72;256195,71;1922,31;0;6400,27;26335,01;0;0;0;0;1812;0;0;0;0;0;3034,5;0;0;0;0;0;1424,4;297124,2
10/09/2024;904000,53;1537,55;20632,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22170,34
11/09/2024;533753,57;2371670,53;214040,89;50621,46;571661,4;96207,5;8000;0;3742,86;103550,98;41413,45;4896;20499,95;0;2341,21;2000;4712,73;0;2336,52;0;0;0;21367,25;3519062,73
12/09/2024;414536,86;1483940,07;165691,67;60567,36;306265,26;327030,73;2460;0;224123,9;53521,44;67975,02;59783,51;1137,32;0;8696,34;159110,84;58498,18;0;2500;0;480;20;26177,48;3007979,12
13/09/2024;497433,21;329007,33;57835,2;712803,39;576295,35;251717,71;0;0;1212,25;45466,55;3584,39;2660;539;0;51072;32748,09;8553,5;0;6454,93;1607,81;0;0;78723,42;2160280,92
14/09/2024;343753,01;196752,79;311328,26;1162777,66;596964,51;93963,57;100;0;822,38;20344,58;18926,25;9777,95;1014;0;661,85;69731,11;22420,89;0;0;1458,54;0;0;24197,62;2531241,96
15/09/2024;210869,77;1278102,05;225129,31;1106760,12;718663,46;76170,99;170;0;0;10983,16;17994,73;1120;1615,52;0;2462,9;65333,71;20172,03;0;0;37066,76;0;0;93554,71;3655299,45
16/09/2024;397299,9;0;9049,68;14297,47;0;8645,53;0;0;0;0;1135;0;0;0;0;0;0;0;0;1000;0;0;666;34793,68
17/09/2024;281020,18;0;0;11537;0;4941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16478
18/09/2024;223524,46;829011,87;139588,43;553233,69;657664,79;199914,67;5845,85;0;14473,48;127033,65;17879,51;7188,31;18899,19;0;37044;0;41104,03;0;0;894,39;0;0;24324,44;2674100,3
19/09/2024;216151,29;171609,53;159112,51;232596,8;283210,55;115109,99;0;0;43135,73;45883,18;5330,82;0;1462,18;0;0;0;80975,79;0;0;4329,83;0;0;17276,05;1160032,96
20/09/2024;368980,44;59522;245047,67;1228664,86;341604,07;97855,78;0;0;1048,74;73181,1;1628,9;149,33;367;0;0;43631,47;92257,01;0;0;1400;0;0;6169,49;2192527,42
21/09/2024;234068,32;291891,52;181597,16;1641863,1;372409,42;185374,94;0;0;33829,15;26043,62;9607,91;817,8;168;0;313,2;0;42819,54;0;0;435057,17;0;0;12380,28;3234172,81
22/09/2024;144904,81;1145724,63;109520,61;2104003,82;1927617,9;364373,11;0;0;0;25108,11;25243,39;50;150;0;0;0;72152,81;0;9269,87;56243,04;3151,21;0;28180,01;5870788,51
23/09/2024;193078,14;24991,85;0;3089,99;3791,06;4220,87;226;0;0;450;175;0;0;0;0;0;3900;0;0;0;0;0;306;41150,77
24/09/2024;158584,85;0;0;0;2657,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2657,68
25/09/2024;177393,77;49479,11;652340,16;6049,97;438083,45;106489,24;6100;0;4688,85;105330,77;5516,88;1410;15066,2;0;628,5;0;1459,38;0;0;2019,8;500;0;26916,71;1422079,02
26/09/2024;257355,38;636217,77;663133,06;83313,2;208694,62;124621,26;0;0;617,49;22431,45;7479,49;600;1010,6;0;0;185537,24;4652,29;0;9192,01;1047,5;0;5;18185,72;1966738,7
27/09/2024;370639,76;826912,1;720790,86;1150;483963,46;78954,06;0;0;930;32917,15;8899,49;250;793;0;0;2000;27220,6;0;0;4464,86;2554,35;0;30070,79;2221870,72
28/09/2024;252112,12;1278790,04;367278,43;4430;280128,42;83909;0;0;0;48583,18;565,43;390;11083,6;0;152;0;34961,87;0;3014,94;122649,75;0;0;66259,73;2302196,39
29/09/2024;155214;5262917,6;1005348,02;250;722908,25;83547,21;0;0;0;25676,76;7419,64;7733,61;9251;0;0;0;12368,1;0;0;1713,1;0;0;294802,21;7433935,5
30/09/2024;942962,71;361598,15;39585,56;50;0;61306,84;0;0;0;19245;0;0;0;0;0;0;0;0;0;0;0;0;0;481785,55
01/10/2024;666141,03;8616,1;0;0;3303,61;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11474,55;23634,26
02/10/2024;705693,93;5285020,38;701408,03;300;412000,12;484546,08;2937,07;0;0;38852,86;40964,15;44694,88;19711,36;0;0;121662,75;20529,26;0;0;0;0;0;304961,12;7477588,06
03/10/2024;1428973,66;10097596,16;292569,55;1362;465603,53;61455,06;5106,67;0;30132,45;74957,61;103126,93;9990,6;45011,53;0;0;695624,75;2313,61;0;19106,06;7200,15;0;0;89182,01;12000338,67
04/10/2024;4953779,73;21908524,81;160334,43;69200;313381,62;151692,51;5501,5;0;0;50204,5;58898,08;400;41350;0;984,4;670355,43;15353,98;0;1100,75;0;0;0;48150,42;23495432,43
05/10/2024;1808633,54;28685146,3;340779,7;1500;961365,03;202462,53;0;0;0;25404,73;13296,17;1160;9064,92;0;0;4411,25;78793,99;0;0;0;0;0;93098,69;30416483,31
06/10/2024;523304,07;33792820,2;241266,31;6248,54;867423,28;526024,9;62616,47;0;6696,8;39414,45;11355,29;15333,83;1827;0;0;24573,78;126068,9;0;77317,96;8754,4;0;0;258130,78;36065872,89
07/10/2024;2320302,72;761988,22;12327,22;0;42028,54;93146,01;0;0;0;5825;3170;0;0;0;0;0;2862,38;0;0;0;0;0;2430,2;923777,57
08/10/2024;1321795,19;12712,39;0;0;36321,34;3563,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52597,13
09/10/2024;949972,9;8534413,48;277996,03;21074,64;398483,83;378113,99;2003,44;0;672,81;28641,74;87177,96;3836;17863,1;0;4143,79;0;6002,86;0;2544,23;49528,77;0;0;32857,32;9845353,99
10/10/2024;1183798,63;2779862,8;84931,83;32464,78;452502,57;163657,71;700;0;250;63850,36;37015,95;700;1279;0;0;0;4121,72;0;1880,59;98971,99;0;0;22176,59;3744365,89
11/10/2024;897781,81;1726262,21;449384,36;24340,83;826499,63;31019,42;100;0;19404,36;16413,58;11532,92;432;1154,32;0;8654,46;32748,09;4119,61;0;0;23725,74;0;0;14246,36;3190037,89
12/10/2024;640506,35;1512669,08;172050,3;69989,58;521912,66;125070,74;0;0;350;68822,68;18426,61;68408,02;911;0;428,4;69242,35;2986745,22;0;3428,71;990,22;0;0;24200,36;5643645,93
13/10/2024;368056,29;660246,66;281321,34;534667,62;821765,21;107899,09;220;0;185721,85;8953,57;7228,73;1840,12;17175,36;0;0;19856,39;17109;0;8980,16;133737,89;0;0;29987,17;2836710,16
14/10/2024;509995,96;141275;3870,47;0;0;1010;0;0;0;4845;0;0;0;0;0;0;0;0;0;0;0;0;7739,6;158740,07
15/10/2024;541227,3;2627;0;100;7502,41;2422,44;0;0;0;0;0;400;0;0;0;0;1747,24;0;0;0;0;0;43648,16;58447,25
16/10/2024;427705,7;66803,6;300480,42;1275200,36;451385,42;167589,16;0;0;1941,52;103071,73;9181,67;900;19984,61;0;0;143914,46;43446,93;0;0;16172,46;747,62;6;58412;2659237,96
17/10/2024;332926,31;1498926,27;229711,87;1239212,61;333829,9;111822,4;3236,68;0;6630,77;59830,23;11733,44;12036,42;1714,33;0;0;4138,46;19551,67;0;1150;60161,44;0;0;128643,1;3722329,59
18/10/2024;505342,08;506849,95;130955,22;1021945,27;347792,75;68209,05;0;0;35546,97;20874,58;22267,58;10002,31;409,96;0;0;50;61929,86;0;0;9306,51;568,18;0;68996,99;2305705,18
19/10/2024;379258,39;347920,89;192096,61;1883939,34;517699,07;255499,79;0;0;6496,8;27977,92;85928,8;189,2;0;0;0;1434,28;100138,75;0;17307,5;36558,9;2146,86;0;12706,06;3488040,77
20/10/2024;243519,66;274225,96;329103,78;2455257,93;695130,77;261608,46;0;0;43874,95;68260,94;7925,31;817,8;5931;0;0;41631,47;71403,91;0;982,5;369395,43;0;0;307837,05;4933387,26
21/10/2024;346097,34;2276,5;2172,53;0;5140,79;0;0;0;1000;9670;0;0;0;0;0;0;0;0;0;0;0;0;0;20259,82
22/10/2024;246946,49;0;0;0;1361,31;320;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;977,28;3014,59
23/10/2024;231231,04;1325770,44;396125,33;726260,77;319978,49;194032,32;0;0;4000;47412,01;9343,44;954;9246,19;0;0;60400;22985,51;0;15460,04;113687,2;0;0;34380,6;3280036,34
24/10/2024;229923,03;62204,11;184163,1;318181,69;344049,01;108006,26;0;0;0;82979,3;10737,36;189,2;8018;0;0;0;4311,78;0;2283,7;175777,98;0;0;10470,99;1311372,48
25/10/2024;685311,27;147220,24;268954,25;7367,44;843417,63;76491,18;6100;0;0;33033,01;12407,67;300;22;0;0;0;4500;0;117615,78;53723,63;784,06;0;13421,12;1585358,01
26/10/2024;563031,53;342649,23;547604,57;33086;543028,67;68381,09;6020;0;0;27565,45;1586,18;460;98;0;0;0;1502,09;0;3036,07;125117,02;0;0;58608,97;1758743,34
27/10/2024;352846,12;725689,76;1167359,49;36811,76;769188,84;57704,94;300;0;0;12562,91;2079,88;1003,37;2852,08;0;0;0;43590,33;0;2442,41;18684,39;0;0;77625,87;2917896,03
28/10/2024;474370,3;12000;32621,51;0;25584,14;4927,4;0;0;0;1920;728;150;0;0;0;0;400;0;0;0;0;0;0;78331,05
29/10/2024;348157,35;0;3613,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237,8;3851,68
30/10/2024;464345,87;3776415,02;954321,09;1089,42;437918,39;324920,03;0;0;72;27863,85;6857,41;17951,18;21731,25;0;0;6000;7663,21;0;0;4782,69;130016,74;0;327622,43;6045224,71
31/10/2024;1236685,21;7649503,37;284537,82;12169,2;383084,48;65155,24;0;0;0;81739,4;5777,25;0;20807,62;0;0;0;35897,81;0;0;2400;0;1728,41;155319,32;8698119,92
01/11/2024;1517211,2;10611027,83;459661,94;408,75;322565,17;420305,14;580;0;0;11145,37;3736,66;26111,28;9970,9;0;640,12;12270,44;260;0;163117,79;20258,04;1276,86;0;60981,39;12124317,68
02/11/2024;571872,37;12471750,15;444505,49;106991,16;817939,46;218822,53;0;0;972,54;53512,02;56485,59;4316,08;108759,42;0;0;525686,09;64025,61;0;18764,48;23937,39;6334,02;0;307238,35;15230040,38
03/11/2024;321935,38;7362664,55;500308,34;600;494945,48;196468,69;8823,33;0;39001,72;37818,27;29170,28;5554,22;45493,35;0;0;173891,29;20409;0;2934,85;77864,34;3267,81;150;76224,04;9075589,56
04/11/2024;918795,55;50874,35;0;0;0;78,43;0;0;0;3195;0;0;0;0;0;0;900;0;0;0;0;0;0;55047,78
05/11/2024;1950734,43;223405,03;0;0;2812,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226217,93
06/11/2024;3240146,95;20276681,73;92306,66;81633,53;425597,18;292856,82;0;0;1353,51;69885,8;11260,75;1150,64;23666,25;0;0;41621,59;22110,64;0;12741,01;57411,61;0;50;39731,55;21450059,27
07/11/2024;4253494,23;31418795,46;148956,65;62634,58;954572,76;654058,17;0;0;3148,96;77110,1;11672,17;944,9;5525,06;0;0;72468,54;14578,69;0;0;0;748,98;0;100338,05;33525553,07
08/11/2024;2543075,47;25917866,34;223923,28;1100;536265,63;380509,4;41720;0;8422,3;66763,79;11134,16;4058,62;3101,46;0;0;10230;69109,69;0;653384,46;75207,06;1547,91;0;16917,9;28021262
