Data;EMPRESTIMO;SALARY;VACATION;ADVANCE_SALARY;RESCISSION;DEPOSIT;BASIC_FOOD_BASKET;BONUS;COMMISSION;DAILY;FOOD_VOUCHER;FUEL_ASSISTANCE;MEAL_VOURCHER;PIS_PAYMENT;PROFIT_SHARING_PAYMENT;PRO_LABORE_PAYMENT;REWARD;SALARY_DIFFERENCE;THIRTEENTH_SALARY;THIRTEENTH_SALARY_FIRST_INSTALLMENT;THIRTEENTH_SALARY_SECOND_INSTALLMENT;TIP;TRANSPORTATION_VOUCHER;TOTAL_DIA
09/11/2024;1300645,1;16363935,57;212971,11;90370,82;390568,95;73473,66;16403,44;0;1750;28372,33;38443,1;100;2926,9;0;0;0;87368,18;0;578391,46;240674,67;849,78;0;17967,09;18144567,06
10/11/2024;685255,12;6000797,07;482917,95;46396,92;674010,23;379029,65;756,22;0;1835346,07;14211,79;12330,92;15957,72;11283,09;0;0;121831,39;44606,41;0;21884,13;10898,66;0;0;14923,57;9687181,79
11/11/2024;1048545,45;53482,42;0;0;1386,55;2370;0;0;0;195;0;0;0;0;0;0;0;0;0;79600,25;0;0;0;137034,22
12/11/2024;671609,37;1000;0;0;0;8514,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2157,6;11671,69
13/11/2024;610128,07;672486,43;99822,75;263423,81;440477,44;132494,97;0;0;41622,75;53200,26;11207,21;73074,43;19097,7;0;0;175234,88;2688306,56;0;39434,16;6265,5;11672,07;0;20397,92;4748218,84
14/11/2024;686050,3;452219,79;69263,7;896875,05;648785,57;345176,64;0;0;170185,53;110089,85;8760,44;4525,32;11331,85;0;0;454394,68;1618,66;0;320808,97;676318,27;1570,76;0;131553,6;4303478,68
15/11/2024;517461,73;642597,05;413329,41;853234,21;467433,5;89716,31;300;0;8671,05;39301,19;75754,83;2173;589,2;0;0;35001,04;6569,5;0;78864,5;67358,62;10752;200;56001,94;2847847,35
16/11/2024;454676,81;1275560,88;209446,95;1721622,09;1611630,97;174422,23;5129,45;0;144338,15;55787,02;8743,37;6140,14;7922,47;0;0;57755,39;105331,57;0;30194,89;747314,47;31661,51;0;114725,43;6307726,98
17/11/2024;283379,65;61196,86;1764,31;10480;18826,31;26301,12;0;0;0;2880;0;100;0;0;0;4297,46;4225;0;0;155471,58;0;0;462,8;286005,44
18/11/2024;386713,73;0;0;200;3048,38;28675,02;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;32123,4
19/11/2024;546858,48;0;0;280031,52;0;8660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288691,52
20/11/2024;434498,11;221866,4;321485,45;1250117,56;548852,02;145625,22;0;0;50184,45;52774,55;11859,87;4103,4;15284,09;0;0;0;55774,49;0;68167,18;707978,6;139379,17;0;13271,17;3606723,62
21/11/2024;455310,95;806731,86;150970,1;3447125,82;574672,92;713528,43;0;0;9949,4;89821,26;12138,27;50;6694,21;0;0;105631,47;24541,1;0;3239,44;2006480,01;89731,81;0;15440,53;8056746,63
22/11/2024;410906,24;0;6229,1;240976,18;91953,51;7068,31;2480,22;0;2298,59;20581,06;1190;0;0;0;0;0;2170;0;1690,42;516000,05;424113;0;5494,6;1322245,04
23/11/2024;373794,13;1240727,05;214733,89;1457321,91;817892,12;160809,35;0;0;393192,6;61362,95;6736,21;4691,45;24;0;0;510;102022,33;8755,73;86113,52;3959900,67;1800493,89;0;11685,68;10326973,35
24/11/2024;224428,08;876706,73;694954,59;247634,96;570839,47;79234,47;0;0;45165,06;23068,23;7601,54;1200;1326;0;0;18822,87;139760,78;937,23;398394,9;3149959,67;35279,35;2478;28941,13;6322304,98
25/11/2024;330317,11;0;26416,47;0;25209,94;0;0;0;0;1525;0;0;0;0;0;0;1500;0;0;24112,66;0;0;0;78764,07
26/11/2024;288626,41;60093,83;212616,98;0;7693,66;6930;0;0;0;8470;0;0;0;0;0;0;2260;0;0;0;0;0;1500,8;299565,27
27/11/2024;305319,05;292966,13;868941,72;3426,09;404282,81;157331,65;0;0;2181,35;45550,73;11460,15;1420;22403,62;0;0;0;17890,58;124,35;747122,3;7000122,45;0;0;355594,06;9930817,99
28/11/2024;660136,68;946452,08;620323,14;2534,01;429249,09;282058,02;6131,8;0;137,5;92355,14;1207;7729,41;16400,57;0;0;0;50;0;249710;9939644,5;3988,3;0;240340,38;12838310,94
29/11/2024;1945674,18;5549188,94;234723,61;7070;584217,32;113640,51;0;0;0;55343,5;16068,27;9811,6;15758,5;0;15400;167628,13;33368,59;0;56318,53;6656451,61;261867,67;20;64289,22;13841166
30/11/2024;1089331,29;13929232,66;1073647,94;1523,14;615197,94;400049,88;0;0;0;25523,02;20612,83;700;10069,1;0;399,74;0;7919,06;938,16;144407,9;17334268,69;212382,83;0;119007,72;33895880,61
01/12/2024;451989,81;9761581,56;656004,27;2951,67;624368,79;448476,15;450;0;518;20697,49;34120,96;7796,08;15740,14;0;0;561236,61;85609,6;0;206838,99;8280008,28;611363,19;145;439478,16;21757384,94
02/12/2024;757067,83;274940,94;0;0;51111,75;4383,26;0;0;0;3220;0;0;0;0;0;0;0;0;0;94835,67;0;0;0;428491,62
03/12/2024;734362,34;0;4150,01;0;17853,75;0;0;0;0;0;279,15;0;0;0;0;0;0;0;0;524,41;0;0;378;23185,32
04/12/2024;1020719,58;14965801,44;904450,11;448,1;306013,97;383081,11;4209,99;0;39880,38;33723,03;16776,41;300;20452,55;0;0;0;10774,8;3935,12;14478;138451,46;14412,25;0;98574,14;16955762,86
05/12/2024;2375404,06;22738635;414068,34;78058,68;358777,79;72281,64;3850;0;0;62434,93;11224,75;2050;5370,05;0;0;31618,38;13573,14;0;38954,66;196320,69;88605,15;0;84732;24200555,2
06/12/2024;5344226,1;19320012,02;129364,18;5434,52;645339,28;219104,96;0;0;66,5;39922,53;27891,55;1356;0;0;0;184346,78;7957,4;1844,66;3834,69;56030,05;180844,66;0;28955,47;20852305,25
07/12/2024;1807569,81;23613764,79;341516,26;21023,22;398798,61;1031675,09;9319,85;0;9859,96;63293,47;12937,24;22424,28;1256;0;0;0;79499,46;3269,3;53046,67;32229,54;33502,67;30;60157,72;25787604,13
08/12/2024;746489,29;42516666,21;281409,7;47660,66;819450,16;249211,08;50803,44;0;1250;154529,81;6877,83;0;0;0;0;0;165703,05;54005,98;18877,86;186044,29;62498,26;2374,8;27511,33;44644874,46
09/12/2024;1279415,44;518949,35;0;0;10602,89;37927,21;11200;0;0;7260;0;0;0;0;0;0;0;0;0;29415,69;0;0;0;615355,14
10/12/2024;1124332,2;52386,77;0;0;25245,15;1000;0;0;0;4667,57;0;2189,22;0;0;0;0;0;0;0;0;0;0;1333;86821,71
11/12/2024;687279,01;1211731,18;398465,07;194704,94;258108,41;261095,3;4150;0;1471200,37;63644,11;35075,14;12688,77;26471,73;0;0;93037,05;6516,04;10689,63;16452;0;688937,94;0;22277,51;4775245,19
12/12/2024;527083,22;2060210,01;1020627,5;121099,36;384820,28;2871700,45;400;0;167679,22;68514,82;5573,8;46720,74;0;0;0;135986,87;80637,8;60635,49;327317,6;24395,33;295107,28;1000;54256,34;7726682,89
13/12/2024;663016,1;581772,99;743366,06;343358,34;438181,71;208072,22;0;0;246174,25;17852,05;69260,97;4963,62;2552,7;0;0;0;5649,41;22499,86;362051,43;6143,01;1330534,41;0;78340,7;4460773,73
14/12/2024;499274,7;1703416,13;448725,14;1194399,23;648432,74;110340,57;2700;0;8183,06;20881,33;9568,7;6613,52;1520;0;0;17186,3;10149,64;5633,37;862152,45;0;1824859,32;0;51124,38;6925885,88
15/12/2024;307927,62;1341183,58;739074,69;1784740,46;542508,7;237866,02;0;0;18149,42;31060,52;22218,32;2647,96;16691,83;0;0;19856,39;25232,3;8509,78;178705;3383,93;4022621,3;0;95227,73;9089677,93
16/12/2024;438733,58;0;16978,4;27141,26;14561,1;133736,45;0;0;0;2466,15;0;0;0;0;0;0;0;5000;0;0;0;0;408;200291,36
17/12/2024;368431,2;0;70015,02;16137,23;0;23983,48;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;74235,33;0;337,6;186068,66
18/12/2024;338933,92;688812,17;854426,76;1031173,85;938797,55;138592,55;50,99;0;63217,04;43276,73;6098,17;997,87;18547,21;0;0;25731,47;122268,84;3419,19;291323,14;5526,44;10609185,86;0;44567,08;14886012,91
19/12/2024;426633,07;3012935,3;1721285,66;523120,39;193209,06;308921,69;0;0;40542,76;63921,17;4887,82;7322,31;14220,46;0;0;65500;27982,42;21724,36;142996,78;0;4852426,15;0;74706,02;11075702,35
20/12/2024;870174,62;1797145,66;1651031,65;863143,65;465033,78;166527,83;20692,52;0;110,34;82830,04;11637,82;1851,72;1664;0;0;138081,75;123446,61;3010,85;101167,7;13256,5;7418460,52;0;80607,07;12939700,01
21/12/2024;445254,84;3837166,34;1309452,17;1600602,94;713393,41;263174,52;0;0;1389,45;39654,04;16624,3;38;4205,92;0;0;121293,32;50065,24;5665,71;410140,43;0;14828908,88;0;192903,39;23394678,06
22/12/2024;284291,32;2820626,04;1437841,1;2429792,22;882743,23;806728,39;0;0;4013,85;38997,79;14437,15;12783;1550,08;0;0;471534,47;458115,55;7051;1247196,8;248,77;6480585,55;4818;156203,15;17275266,14
23/12/2024;419795,53;0;91253,1;2172;0;1779,24;0;0;0;4160;0;0;0;0;0;0;0;0;0;0;544837,23;0;0;644201,57
24/12/2024;398166,95;65058,29;7332,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72390,96
25/12/2024;157119,8;3083995,25;512829,37;82557,28;347348,6;181061,89;3031,38;0;5000;59231,09;5683,86;11620,43;23667,25;0;0;157586,35;57639,16;6310,88;72631,23;3555,47;134610,28;100;23831,22;4772290,99
26/12/2024;283737,51;267496,51;163263,73;1405,06;44568,72;213842,44;0;0;0;22045,58;507,91;0;1445,4;0;0;3291,68;24510;5000;19504,62;0;17865,15;0;20120,1;804866,9
27/12/2024;1219594,49;0;51891,5;0;0;3671,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55563,31
28/12/2024;612405,21;8245912,29;303543,03;23065,19;459458,05;192565,6;0;0;0;13986,44;5423,68;7183,51;2559,4;0;18386,66;176298,97;27972,09;0;4869,61;6732,95;90285,96;400;196292,08;9774935,51
29/12/2024;392342,5;14752573,14;2010731,82;14473,69;602739,43;377981,25;0;0;0;11035,05;22772,45;21636,57;23015,18;0;0;150506,82;72923,81;670;2335,34;26956,38;1710,88;2500;91144,83;18185706,64
30/12/2024;1355314,81;199560,98;21086,15;0;65223,69;6081,2;0;0;0;9475;0;0;0;0;0;0;0;0;3517,77;0;0;0;10471,72;315416,51
31/12/2024;786976,56;6881632,84;1429773,1;56792,07;348447,68;216327,26;3012,5;0;1933;64369,93;87457,17;3500;20399,2;0;0;6000;76357,84;2705,42;60875,11;0;0;0;429661,24;9689244,36
01/01/2025;225016,38;513367,34;38378,4;220;9711,1;41135,98;0;0;0;23507,76;2124;0;4420;0;0;0;11227,96;17129,07;0;0;0;3487,35;83041,74;747750,7
02/01/2025;896026,3;41682,85;0;0;0;3924;0;0;0;0;4595,6;0;0;0;0;0;0;0;0;0;0;0;1565,4;51767,85
03/01/2025;1020292,52;18179941,53;499135,18;73641,71;165514,64;65827,7;3519,98;0;76422,67;16444,08;28886,71;100;3196,96;0;0;161909,86;11573,82;0;4034,46;0;338,49;0;63890,55;19354378,34
04/01/2025;563602,52;20935901,88;512747,42;132077,03;333496,42;299450,25;9750;0;0;14096,67;14070,18;300;0;0;0;66769,47;15693,91;651,81;19261,22;989,08;550,68;0;76994,13;22432800,15
05/01/2025;293672,73;2933894,78;2190,3;600;16383,44;150204,54;0;0;0;5730;16460,65;0;0;0;0;0;0;0;0;0;0;0;23074,42;3148538,13
06/01/2025;1402068,53;48115,5;0;0;11720,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59836,35
07/01/2025;4684646,3;29414054,47;634031,6;16814,38;333809,16;481704,96;2250;0;542,02;44888,12;11968,9;4186,4;20501,05;0;0;0;70117,23;0;10277,51;346627,14;248568,72;250;60472,63;31701064,29
08/01/2025;4090789,55;25508405,2;260310,79;1010;469459,29;450094,43;63970,17;0;7662,37;54790,92;100639,59;0;2560;0;0;0;34794,73;4137,03;6502,65;0;607,17;20;59863,39;27024827,73
09/01/2025;1485052,95;11243201;271280,91;8970,08;182171,6;114390,54;16400;0;0;21661,35;7938,5;0;1279,35;0;0;0;34194,18;714,03;48010,02;0;619;145,27;13776,83;11964752,66
10/01/2025;1194565,89;2324006,54;248097,79;33100,21;353256,74;61231,89;5060;0;246;8789,5;7665,28;8204;968;0;0;1423;0;5367,79;18307,22;0;1354,07;0;50893,71;3127971,74
11/01/2025;662995,55;1628939,58;278960,1;63993,8;360689,69;2211033,41;400;0;402111,72;112609,18;15589,59;75253,76;9558,51;0;2079,7;0;75750,86;22785,06;2172,64;0;410,53;0;149335,5;5411673,63
12/01/2025;384095,52;78123,25;8121,69;82910,07;51129,9;8428,11;0;0;0;8698,76;156;130;0;0;0;0;0;0;0;0;0;0;54;237751,78
13/01/2025;647178,6;0;0;0;4810,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1250,4;6060,46
14/01/2025;534023,66;1382017,66;807981,82;1038917,69;361514,46;426865,77;2700;0;0;39411,12;5902;0;16030,5;0;0;35168,66;31196,45;2043,98;1041,89;0;13455,68;0;91111,82;4255359,5
15/01/2025;674695,01;718860,99;271588,6;701399,38;316776,72;92204,4;623,34;0;13731,93;42192,76;9915,54;1125;4486,78;0;0;3797,67;14357,29;25337,58;11139,7;0;0;810;118761,97;2347109,65
16/01/2025;523322,29;1211268,21;113453,76;2266904,13;337377,21;202629,53;300;0;123457,98;19452,95;38032,21;415,2;9411,97;0;0;0;61477,37;32087,41;5838,13;5000;0;0;102298,07;4529404,13
17/01/2025;516225,9;228289,77;431349,54;1677694,48;421922,3;263772,85;2199,18;0;5414,55;16387,22;10837,35;13671,26;0;0;468;0;6573,5;14494,81;1051,88;592,5;0;976;23849,01;3119544,2
18/01/2025;386243,69;1257200,54;358619,43;1929711,48;569383,33;287400,87;229;0;5524,79;38435,2;7369,69;650;4254,33;0;0;0;52412,84;2721,13;0;0;0;50;38650,62;4552613,25
19/01/2025;273046,92;0;1159,1;150580,81;2439,94;3690,16;0;0;0;7220;156;0;0;0;0;0;0;0;0;0;0;0;54;165300,01
20/01/2025;601315,63;0;0;0;2147,1;0;0;0;0;500;546;0;0;0;0;0;1200;0;0;0;0;0;3768,3;8161,4
21/01/2025;358500,17;677695,11;309821,71;2323328,78;594083,49;648947,72;1540;0;6000;38076,84;6495,96;2200;16327,07;0;319181,1;0;130528,43;10755;9532,13;0;0;0;41332,11;5135845,45
22/01/2025;285927,71;266370;195672,87;26203,33;384039,98;76870,59;660;0;275,5;56456,06;6350,06;0;8244,04;0;0;32131,9;61875,14;244;973,74;0;0;0;27604,47;1143971,68
23/01/2025;270406,56;255083,89;319237,45;93987,56;376425,13;71423,71;0;0;0;25780,58;13783,46;0;7011,33;0;0;64500;100;6716,92;0;0;0;0;118122,7;1352172,73
24/01/2025;335886,68;140720,31;749392,25;36128,4;1619919,02;119263,82;19877,9;0;0;13477,87;5650,1;0;4367,72;0;0;0;711;24875;199,29;0;0;1;141075,58;2875659,26
25/01/2025;323821,98;285940,8;460380,93;242476,85;843148,36;237893,99;0;0;2396,81;12894,77;8663,87;1990;945;0;0;1412;47979,62;0;13225,38;115344,94;0;400;49509,84;2324603,16
26/01/2025;214244,97;0;192800,72;810;32128,82;3070;0;0;0;330;0;0;0;0;0;0;300;0;0;0;0;0;0;229439,54
27/01/2025;285761,04;54081,92;1118,11;0;0;3730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684,29;59614,32
28/01/2025;233046,14;2249121,03;577028,23;75167,19;493586,33;127062,98;0;0;17945,39;42725,88;3713,66;13005,5;20355,12;0;0;0;27407,54;0;2198,3;796;0;200;124117,28;3774430,43
29/01/2025;252365;6036425,6;1440287,81;900;559485,6;159610,17;0;0;0;72282,29;1532,42;6251,08;10776,4;0;0;0;15516,17;0;0;0;0;0;204742,67;8507810,21
30/01/2025;307684,28;4166703,68;542578,25;1200;355411,06;127119,57;0;0;500;20999,3;62878,14;591,3;24466,9;0;0;0;14084,7;14416,34;0;13005,35;0;610;88756,99;5433321,58
31/01/2025;3603430,22;9521009,13;1187265,19;0;536961,2;376492,29;400;0;0;21910,11;72175,5;86;9009,5;0;7370,3;6000;100523,91;500;334,29;0;0;0;183350,5;12023387,92
01/02/2025;1345564,68;11217172,19;1182478,48;2100;501431,53;419604,61;6171,83;0;2120;19955,27;65892,24;5495,03;38038,6;0;7539,98;0;48438,91;200,25;0;15202,67;43494,54;0;435470,87;14010807
02/02/2025;640467,65;164542,38;19646,15;250;5147,5;2365;100;0;0;2000;300;100;0;0;0;0;0;0;0;0;0;0;808,4;195259,43
03/02/2025;1055000,88;4446,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4446,77
04/02/2025;1355632,95;10873159,02;366855,1;1200;332238,8;200688,08;7820,01;0;61994,67;28655,84;34239,49;4339;26594,56;0;0;162937,39;27311,24;1399,96;0;2372,99;0;400;57828,33;12190034,48
05/02/2025;3062024,02;26995492,01;196324,11;24723,44;304489,65;135750,01;0;0;0;39324,92;18042,96;60;14368,2;0;838;0;70594,61;1200;0;0;0;200;57051,54;27858459,45
06/02/2025;6426801,5;40691862,77;174792,5;125982,6;717567,55;711624,06;2513,5;0;610,58;73118,41;30873,13;3146;8635,98;0;0;59485,62;27986,57;0;0;0;0;0;43496,6;42671695,87
07/02/2025;4401780,59;31308793,45;422612,76;600;525287,37;607957,83;6600;0;0;41788,9;152031,64;2260;7689,13;0;90145,12;564906,95;50708,74;4744,31;0;0;0;650;63719,98;33850496,18
08/02/2025;1750827,41;11119958,27;171536,51;4880,96;883373,63;329848,46;64000;0;163475,91;22683,62;70010,8;400;9132,66;0;0;60734,69;11416,12;27696,05;0;0;0;1552;53030,84;12993730,52
09/02/2025;846898,23;76355,48;24302,56;2150;4842,31;58815,13;0;0;0;5335,95;0;0;1074,27;0;0;0;6314,39;0;0;0;0;0;412,8;179602,89
10/02/2025;1785094,86;20710,68;4790;0;5162,3;212,92;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;4570,7;35686,6
11/02/2025;991057,55;4389780,09;232424,17;48960,03;424630,44;147701,25;0;0;7997,02;2491795,41;29514,28;77715,98;16768,65;0;31519,52;68829,13;68087,53;25838,87;0;759;0;0;32143,83;8094465,2
12/02/2025;736461,83;1998719,18;279152,63;392910,83;614584,54;122486,07;0;0;35760,5;54771,5;12034,03;5972,21;10077,34;0;1131,4;0;30953,74;21879,43;0;4103,6;0;400;206971,32;3791908,32
13/02/2025;649982,64;732744,19;314324,42;291589,99;605544,2;338017,95;0;0;31207,71;36606,98;17458,81;80,4;310,1;0;15621,62;0;9390;2836,39;0;1664,66;0;0;14202,41;2411599,83
14/02/2025;824330,27;663785,58;223913,97;1920187,61;397351,89;123358,59;4400;0;2022,64;27490,48;24405,39;378;906,5;0;0;55200;2664,54;17858,9;0;1537,62;0;0;54137,28;3519598,99
15/02/2025;664518,36;1824651,35;284342,05;2006128,91;673537,15;254682,81;4222;0;57962,32;25117,86;119842,1;3786,67;13435,12;0;0;3750,49;56549,03;46450,76;2964,5;0;0;400;54465,15;5432288,27
16/02/2025;351565,99;2800;0;53172,6;9377,8;38357,08;0;0;0;1580;1244,4;0;0;0;0;0;800;0;0;0;0;0;238;107569,88
17/02/2025;523515,76;0;15645;0;0;0;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;16175
18/02/2025;441254,53;275363,24;409035,38;819563,07;376863,09;103270,56;0;0;28561,07;29058,84;7845,39;7047,31;23332,05;0;0;5461,21;8481,18;316,51;0;0;0;551;52110,63;2146860,53
19/02/2025;391433,42;219165,89;582532,98;1086498,33;423137,95;121608,76;271,34;0;20306,11;62287,71;9167,56;0;21720,02;0;9598,58;0;3597,73;5537,86;0;16121,29;0;0;43575,75;2625127,86
20/02/2025;677682,03;253621,8;143804,34;1501095,96;674506,1;95268,59;4180;0;8389,91;43242,97;4079,42;0;5312,97;0;64318,48;144189,72;94953,65;2388,36;0;0;0;579,5;35519,76;3075451,53
21/02/2025;490024,21;1568917,08;271156,17;3344158,97;648620,87;524086,8;18900;0;28464,24;34850,7;8540,76;3255,59;8968,33;0;23423,16;2093,02;73542,7;9937,81;0;4976,4;0;0;23038,16;6596930,76
22/02/2025;395447,42;410645,65;1539122,87;425169,02;563644,47;197706,63;0;0;1050;14673,36;16078,39;530;3013,7;0;48873,72;0;83731,74;6194,43;6570,38;0;0;2667;137846,76;3457518,12
23/02/2025;247903,89;500;5696,9;5525,74;6203,98;586,38;0;0;6907,88;330;0;0;0;0;0;0;1250;0;0;500;0;0;0;27500,88
24/02/2025;340226,76;90503,42;0;800;2504,23;2500;0;0;0;593,35;0;200;666,2;0;0;0;0;0;0;0;0;0;139908,2;237675,4
25/02/2025;415293,22;647915,1;1316178,11;82018,55;1088717,77;217398,37;1880,84;0;0;56518,79;24157,77;12673,4;36368,15;0;153311,48;0;6532,81;0;600;0;0;554;101587,73;3746412,87
26/02/2025;385734,19;6209487,39;819296,64;0;377017,67;306763,12;0;0;200;49049,49;10848,9;4470,65;7394,01;0;141891,91;11936,03;18180,88;12688,75;0;5908,06;0;1102;218676,82;8194912,32
27/02/2025;1301749,19;8289099;379964,06;30234,25;1230001,61;298927,31;0;0;26;35164,68;3886,92;0;3005;0;280585,25;0;13051,35;1981,42;0;5335;0;0;127307,33;10698569,18
28/02/2025;3690808,04;26645709,27;1062424,08;99066,76;594173,75;328598,23;48657,14;0;0;23148,62;35121,77;0;3448,5;0;1165312,85;170152,09;19870,02;472186,59;0;159087,11;1713,5;0;283520,11;31112190,39
01/03/2025;1355918,22;32801241,26;1199067,3;2932;793231,3;737155,58;20275,16;0;10043,22;54563,41;147883,09;3566,9;40061,61;0;531146,05;188599,45;134357,13;81396,7;0;0;0;280;396506,98;37142307,14
02/03/2025;504658,55;2611415,16;5257,31;0;6887,81;0;112;0;10;2350,47;675;494;0;0;0;0;10298,76;0;0;0;0;0;286,2;2637786,71
03/03/2025;694266,82;1042,95;57765,02;0;65332,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124140,4
04/03/2025;588177,3;3503381,31;12799,13;0;48475;49780,92;3994,66;0;5348,18;690;1354,52;0;2862,65;0;0;0;2679;0;0;0;0;0;13781,36;3645146,73
05/03/2025;2139230,78;1053002,78;2539,33;6500;3481,88;0;0;0;1752,15;13623;4345,2;0;917,32;0;0;0;0;94,5;0;0;0;407;20243,2;1106906,36
06/03/2025;5355504,56;35106469,61;791237,93;4950;331806,44;427936,5;8250;0;25006,5;40911,79;163865,15;1203;17663,6;600;11076,6;0;210432,87;3502,19;0;0;653;0;72753,29;37218318,47
07/03/2025;5299953,96;36686290,35;562012,13;91272,78;501108,15;339588,36;24,19;0;5140,49;62219,08;16955,58;2952,5;8148,04;0;4375,81;74440,5;99489,73;6262,91;6123,8;0;0;0;48827,89;38515232,29
08/03/2025;2089873,85;17719986,3;476538,29;2860;814505,09;431257,55;0;0;5350;45726,2;39961,25;800;4725,8;0;2521,6;404042,52;48730,87;106391,88;6790,41;7048,77;0;1157;55497,52;20173891,05
09/03/2025;839395,78;91128,57;1952;1750;8146,59;6931,62;0;0;0;3905;0;0;0;0;0;0;0;2000;0;0;0;0;172;115985,78
10/03/2025;2268599,65;3706,45;2993,39;0;9760,97;988,44;0;0;0;0;1800;0;0;0;0;0;0;65;0;0;0;0;5168,2;24482,45
11/03/2025;1532778,03;10150787,88;413888,94;148929,58;741982,36;2860186,4;2420;0;10280,32;48303,03;31808,96;76057,86;22641,15;0;54718;0;60916,48;137953,38;0;5490,75;0;3000;57457,39;14826822,48
12/03/2025;1030891,12;2282580,06;291398,1;184932,21;378482,29;110745,82;0;0;207532,37;51563,65;113462,19;5999,76;7678,77;0;0;36787,63;26307,68;8136,44;0;0;0;304;162286;3868196,97
13/03/2025;657640,15;2642829,6;173492,9;1222933,03;429444,47;177957,01;0;0;11852,55;71713,63;90247,29;0;1007;0;1077,23;0;23246,01;9249,06;0;0;606,7;0;105427,11;4961083,59
14/03/2025;771138,12;606363,26;427121,29;898926,02;800859,58;143183,67;2600;0;45471,15;45663,76;58304,14;300;11313,38;0;790;38434,71;1769,24;40526,5;0;0;0;457;46405,38;3168489,08
15/03/2025;718097,63;1613504,4;386892,11;2510044,99;619929,07;196489,7;4542,86;0;52933,29;59000,56;48035,55;1985;254;0;27923,04;64502,15;39004,67;109290,76;0;0;0;616;87520,41;5822468,56
16/03/2025;378895,5;0;6196,29;118314,73;42371,02;10057,93;0;0;2424,28;2575;386,4;0;0;0;0;0;0;0;0;0;0;0;133,2;182458,85
17/03/2025;521358,02;0;0;0;0;4220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4220
18/03/2025;440898,77;1043355,09;291711,48;652668,28;614891,77;140633,09;0;2862;53739,08;97308,5;8862,38;4115;40558,28;0;0;45432,97;40545,28;1878,95;1905,34;0;0;610;53428,48;3094505,97
19/03/2025;397413,69;614385,83;454410,45;1455798,77;722166,42;178823,85;1162,5;0;13529,97;51045,89;8316,67;6137,88;4939,5;0;399,74;133913,18;6651,17;6631,49;0;1610,8;1527,64;2168,25;73715,19;3737335,19
20/03/2025;692723,94;537110,65;33052,35;700307,78;313349,47;23329,61;300;1130;0;16992,22;2375;405;3643,8;0;0;0;15395,63;146,24;0;15897,13;0;0;13353,56;1676788,44
21/03/2025;524773,78;1444931,98;784447,34;4145760,68;748098,44;606599,91;3840,32;1930,75;5250;86563,95;21277,63;1240,71;16329,92;0;0;0;119981,04;20983,54;0;0;0;400;35956,49;8043592,7
22/03/2025;415115,05;417698,1;318873,87;408282,64;755897,06;140349,43;52,8;248,23;5710,48;33222,35;15387,09;1754;3393,14;0;0;4808,3;51093,01;1774,62;5790,05;62277,23;0;0;28130,62;2254743,02
23/03/2025;267100,56;0;1864,61;200;7111,89;593,16;0;0;0;320;6889,01;0;0;0;0;0;0;0;0;0;0;0;4917;21895,67
24/03/2025;416828,12;0;0;21599,29;0;0;0;0;0;10645,14;0;0;0;0;0;0;0;0;0;0;0;0;309,6;32554,03
25/03/2025;434482,55;242763,08;347549,11;10970,23;1065869,98;237939,97;0;3000;120;41976,22;12560,83;2250;15231,7;0;0;20930,2;3419,41;1840,23;0;0;0;650;60350,02;2067420,98
26/03/2025;432299,15;1099896,38;1203618,75;82971,95;315116,94;137614,64;14628,25;0;5306,58;37702,62;7157,82;0;905;0;0;0;0;2811,1;0;0;0;1548;294066,08;3203344,11
27/03/2025;367751,16;2076554,17;1372808,66;11621,58;818062,94;212531,02;144,68;0;0;71838,97;15149,29;2000;12476,8;0;1425;0;18636,65;47336;0;202285,49;0;0;63979,61;4926850,86
28/03/2025;1205141,26;8800376,12;361193,72;400;581244,02;83399,99;180;3483,52;304,5;21670,81;78862,24;4552,55;8866,5;0;92546,7;0;10995,19;18873,1;0;18896,08;0;582;252754,82;10339181,86
29/03/2025;681130,54;8835735,59;2525890,35;14924,98;709066,15;236542,93;0;73510;894,38;35017,66;27332,78;0;22719,33;0;452275,9;0;94199,09;1195;0;0;0;346;167083,97;13196734,11
30/03/2025;362604,77;810928,58;145981,68;450;144647,38;77120,47;0;0;0;7710;7796,89;0;577,7;0;0;0;0;0;0;0;0;0;15790,73;1211003,43
31/03/2025;1055956,6;7720;0;0;0;0;0;0;0;0;1189;0;0;0;0;0;0;0;0;0;0;0;6584,9;15493,9
